text,label
IT STARTED AS A BLURRY VISION BUT NOW IT'S WORSE,Eye Pain
I woke up with cut my finger,Cut
Suffering from tight chest,Chest Pain
My problem is backed up,Constipation
I am experiencing tell me a joke,Non-Medical
Chronic belly pain,Abdominal Pain
My unsteady is getting nubearable,Dizziness
Lately I have hives,Skin Rash
My what is the wetaher is getting unbearable,Non-Medical
OD YOU THINK SPOTS ON FACE IS SERIOUS?,Acne
Dealing with tichy bumps,Skin Rash
Complaining of what is your name,Non-Medical
oD you think burning throat is serious?,Sore Throat
Not sure if it is stomach cramps ors omething else,Abdominal Pain
Chronic burnign throat,Sore Throat
Chronic bad cough,Cough
suffering frmo good morning,Non-Medical
Painful room is spinning on my left side,Dizziness
My problem is arthritis pain,Joint Pain
Complaining of scratch,Cut
Dealing with pain in ear,Earache
I've been having mnior burn,Burn
Please tell me what to do about stomach ache,Abdominal Pain
my prbolem is panicking,Anxiety
do you think hacking cough is serious?,Cough
SUDDEN HELLO,Non-Medical
Severe feverish,Fever
Severe testing,Non-Medical
not sure if it is pimples or something else,Acne
DAELING WITH SNEEZING,Allergies
I CAN'T SHAKE THIS STIFF JOINTS,Joint Pain
Dealing with migraine,Headache
Recurring vertigo every morning,Dizziness
I am experiencingv ertigo,Dizziness
MY PAIN IN EAR IS GETTING UNBEARABLE,Earache
I have do you like cars,Non-Medical
Constant throat hurts keeps me awake,Sore Throat
My problem is skin burn,Burn
SUFFERING FROM URGE TO VOMIT,Nausea
Painful frequent bathroom trips on my left side,Diarrhea
Painful high temp on my left side,Fever
I WOKE UP WITH DO YOU LIKE CARS,Non-Medical
My pain in ear is getting unbearalbe,Earache
Mild rash,Skin Rash
My problem is pain in my joints,Joint Pain
Is belly pain something to worry about?,Abdominal Pain
I WOKE UP WITH KNEES UHRT,Joint Pain
Mild haven't slept,Insomnia
Is runny nose something to worrya bout?,Allergies
I've been having backache,Back Pain
Can you help with skin brekaout?,Skin Rash
It started as a feeling hto but now it's worse,Fever
I can't shake this vertigo,Dizziness
Not sure if it is spots on face or something else,Acne
Feeling of haevn't slept throughout the day,Insomnia
Chronic fever,Fever
"Doctor, I have lightheaded",Dizziness
Is sore throat something to worry about?,Sore Throat
recurring vision problems every morning,Eye Pain
sudden throat hurts,Sore Throat
I have earache,Earache
I have red eyes,Eye Pain
constant bleeding keeps me aawke,Cut
It feels like pain in eye,Eye Pain
I have been dealing with breathless for a week,Shortness of Breath
I've been having depressed,Depression
Constant pain in chest keeps me aawke,Chest Pain
It feels like breakouts,Acne
Feeling ofp ain in tooth throughout the day,Toothache
I ca'nt shake this sneezing,Allergies
loose stools,Diarrhea
Constant breaokuts keeps me awake,Acne
i have chills,Fever
Sudden dry cough,Cough
burning throat,Sore Throat
It feels like hot forehaed,Fever
chronic coughing up phlegm,Cough
tI feels like allergies,Allergies
Lately I have staying awake,Insomnia
Painful hopeless on my left side,Depression
Mild elbows ache,Joint Pain
Recurring feeling weak every morning,Fatigue
Severe my head is killing me,Headache
No tsure if it is chills or something else,Fever
do you think sensitive teeth is serious?,Toothache
MY PROBLEM IS PAIN IN CHEST,Chest Pain
Recurring sleepy all the time every omrning,Fatigue
mild earache,Earache
it started as a sneezing butn ow it's worse,Allergies
My chills is getting unbearable,Fever
Suffering from acne,Acne
Complaining of vision problems,Eye Pain
Severe scratchy throat,Sore Throat
"Help, I have feel sick",Nausea
Do you think toothache is serious?,Toothache
Chronic knees hurt,Joint Pain
Feeling of minor burn throughout the day,Burn
My itchy bumps is getting unbaerable,Skin Rash
Complaining of tossing and turning,Insomnia
Mildp ain in tooth,Toothache
I think I have insomnia,Insomnia
It started as a no motivation but now it's worse,Depression
I can't shake this skin breakout,Skin Rash
Suffering from queasy,Nausea
feeling of touched osmething hot throughout the day,Burn
Mild pain ni ear,Earache
I have itchy eyes,Eye Pain
Feeling of shivering throughout the day,Fever
Sudden can't stop coughing,Cough
I think I have pain in my joints,Joint Pain
Painful cut my finger on my lef tside,Cut
I can't shake this feeling down,Depression
my problme is earache,Earache
My sore throat is getting unbearalbe,Sore Throat
chronic feeling faint,Dizziness
Ca nyou help with feeling sad?,Depression
It started as a loose stools but now it's worse,Diarrhea
Complaining of earache,Earache
Can you help with coughing?,Cough
Can you help with vertigo?,Dizziness
bad cough,Cough
"Help, I hav eheart hurts",Chest Pain
It started as a hopeless but now it's worse,Depression
I have been dealing with tummy hurts for a week,Abdominal Pain
Sudden itchy skni,Skin Rash
Recurring ctu myself every morning,Cut
it feels like lightehaded,Dizziness
Mild heart hurts,Chest Pain
Dealing with pulled a muscle in my back,Back Pain
please tell me what to do about shivering,Fever
Suffering from throbbing in my head for 3 days,Headache
SUFFERING FROM BREAKOUTS FOR 3 DAYS,Acne
Sudden frequetn bathroom trips,Diarrhea
It feels like pain in my skull,Headache
I woke up with coughing,Cough
coughing,Cough
do you think stomach ache is serious?,Abdominal Pain
It started as a scratchy throat but now it's worse,Sore Throat
Severe stiff joints,Joint Pain
Painful sick to my stomach on my left side,Nausea
Suffering from temperature is high for 3 days,Fever
I woke up with touched something hot,Burn
Not sure if it is upset stomach or something else,Diarrhea
Complainingo f pain in ear,Earache
I have stiff joints,Joint Pain
MY PROBLME IS ROOM IS SPINNING,Dizziness
Suffering from high temp for 3 days,Fever
Recurring spine hurts every morning,Back Pain
sudden stiff joints,Joint Pain
Painful can't stop cuoghing on my left side,Cough
I woke up with lightheaded,Dizziness
Dealing with worn out,Fatigue
My wound is getting unbearable,Cut
Feeling of red spots throughout the day,Skin Rash
I have eben dealing with loose stools for a week,Diarrhea
Sudden headache,Headache
Chronic rsah,Skin Rash
Do you htink loose stools is serious?,Diarrhea
FEELING OF EAR HURTS THROUGHOUT THE DAY,Earache
Recurring gasping for aire very morning,Shortness of Breath
Do you think burned myself is serious?,Burn
Constant insomnia keeps me awake,Insomnia
itchy bumps,Skin Rash
I think I have sleepy all the time,Fatigue
Sudden aching bones,Joint Pain
I think I have allergic reatcion,Allergies
Not sure if it is belly pain or something else,Abdominal Pain
It started as a can't stop coughing but now it's worse,Cough
Severe burning throat,Sore Throat
my problem is hot forehead,Fever
Sudden bad cough,Cough
My good morning is getting unbearable,Non-Medical
Chronic pressure in chest,Chest Pain
Can you help with pain in eye?,Eye Pain
i have migraine,Headache
I have been dealign with unsteady for a week,Dizziness
Lately I have pain in chest,Chest Pain
suffering from red eyes,Eye Pain
Do you think headh urts is serious?,Headache
Feeling of coughing throughout the day,Cough
my hacking cough is getting unbearable,Cough
Recurring pain in ear every morning,Earache
Can you help with srcatch?,Cut
It feels like nervous,Anxiety
I hav eear hurts,Earache
Lately I have red spots,Skin Rash
It feels like gum pain,Toothache
My problem is gasping for air,Shortness of Breath
Constant coughing keeps me awake,Cough
My red spots is getting unbearable,Skin Rash
"Help, I have pulled am uscle in my back",Back Pain
"Doctor, I have red spots",Skin Rash
Chronic hacking cough,Cough
"Help, I havet hroat is raw",Sore Throat
"Doctor, I have nice",Non-Medical
Severe feeilng faint,Dizziness
I am experiencnig upset stomach,Diarrhea
Suffering from sensitive teeth,Toothache
not sure if it is feeling faint or something else,Dizziness
I can't shake tihs runny tummy,Diarrhea
I've been having lightheaded,Dizziness
mild heatr hurts,Chest Pain
i have been dealing with high temp for a week,Fever
Can you help with cramp?s,Abdominal Pain
I can't shake this throat hruts,Sore Throat
Complaining of ringing in ears,Earache
Suffering from backed up for 3 days,Constipation
It started as a hopeless but now it's worse,Depression
Complaining of nice,Non-Medical
I can't shake this depressed,Depression
Painful testingo n my left side,Non-Medical
I am experiencing belly pain,Abdominal Pain
Mil dhead hurts,Headache
Sudden gum pain,Toothache
It started as a blocked ear but now it's worse,Earache
Not sure if it is itchy skin or something else,Skin Rash
I have been daeling with insomnia for a week,Insomnia
Chronci tummy hurts,Abdominal Pain
Chronic can't stop coughing,Cough
Not sure if it is hay fever or something else,Allergies
Suffering from toothaceh,Toothache
Suffering from fever,Fever
Can you help with worried sick?,Anxiety
DEALING WIT HRUNNY NOSE,Allergies
DO YOU THINK SPLITTING HEADACHE IS SERIOUS?,Headache
Mild blocked ear,Earache
can't poop,Constipation
Suffering from red eyes for 3 days,Eye Pain
Suffreing from pressure in chest for 3 days,Chest Pain
Complaining of hives,Skin Rash
Is arthritis pain something to worry about?,Joint Pain
Suffering from heart hurts for 3 days,Chest Pain
Do you think feverish is serious?,Fever
Sudden ear hurts,Earache
Feeling of touched something hot throughout the day,Burn
Suffering from hopeless,Depression
I have no motivation,Depression
Severe stiff back,Back Pain
I think I have backed up,Constipation
Mild depresesd,Depression
Chronic breathless,Shortness of Breath
Constant feverish keepsm e awake,Fever
SEVERE RUNNY NOSE,Allergies
Sudden stiff joints,Joint Pain
feeling faint,Dizziness
 Ican't shake this can't breathe,Shortness of Breath
Feeling of want to vomit throughout th eday,Nausea
Sudden pain in eye,Eye Pain
I have been dealing with blurry vision for a week,Eye Pain
I have been dealing with breakouts for a week,Acne
"Help, I have earaceh",Earache
cut myself,Cut
Not sure if it is sunburn or something else,Burn
Not srue if it is hard to breathe or something else,Shortness of Breath
Do you think allergic reaction is serious?,Allergies
It started as a hopeless but now it's worse,Depression
I've been having red eyes,Eye Pain
I woke up with worn out,Fatigue
Do you think abdominla pain is serious?,Abdominal Pain
Not sure if it is feel sick or something else,Nausea
lately i have skin breakout,Skin Rash
CAN YOU HELP WITH CONSTIPATION?,Constipation
Feeling of burning up throughout the day,Fever
Dealing with hay fever,Allergies
painful hard to breathe on my left side,Shortness of Breath
aPinful frequent bathroom trips on my left side,Diarrhea
Dealing with allergic reaction,Allergies
Feelign of feel like throwing up throughout the day,Nausea
Do you think gum pain is serious?,Toothache
I am experiencing burning throat,Sore Throat
It started as a breathless but now it's worse,Shortness of Breath
"Doctor, I have no motivation",Depression
Painful hot forehead on my left side,Fever
Not sure if it is bad cough or something else,Cough
Chronic i amh appy,Non-Medical
Mild blurry vision,Eye Pain
"Doctor, I have temperature is high",Fever
DEALING WITH TICKLE IN THROAT,Cough
I have pulled a muscle in my back,Back Pain
I've been having sunburn,Burn
Please tell me what to do about upset stomach,Diarrhea
Lately I have sneezing,Allergies
I can't shake this feelign weak,Fatigue
"Doctor, I have short of breath",Shortness of Breath
I can' tshake this sleepy all the time,Fatigue
It started as a dizzy head but now it's worse,Headache
"Help, I have backed up",Constipation
Feeling of chills throughout the day,Fever
Lately I have tsomach cramps,Abdominal Pain
Suffering from spine hurts,Back Pain
CONSTANT REDNESS ON SKIN KEEPS ME AWAKE,Skin Rash
It feels like winded easily,Shortness of Breath
"Doctor, Ih ave shivering",Fever
Severe lethargic,Fatigue
Lately I have coughing,Cough
mild gu mpain,Toothache
I think I have burning throat,Sore Throat
"Help, I have gasping for air",Shortness of Breath
feeling of belly pain throughout the day,Abdominal Pain
Can you help with hacking cough?,Cough
I've been having vertigo,Dizziness
Can you help with burning throat?,Sore Throat
Can you help with allergic reaction?,Allergies
Can you help with can't breathe?,Shortness of Breath
Lately I have anxoius,Anxiety
I am experiencing skin burn,Burn
Recurring haven't slept every morning,Insomnia
can you help with stomach ache?,Abdominal Pain
DEALING WITH FEVER,Fever
Chronci short of breath,Shortness of Breath
i am experiencing zits,Acne
I woke up with pain in ear,Earache
Constant burned myself keeps me awake,Burn
Dealign with tight chest,Chest Pain
Please tell me what to do about pain in tooth,Toothache
I think I have drained,Fatigue
Is blocked ear something to worry about?,Earache
I thin kI have sneezing,Allergies
Is hard stool something to worry about?,Constipation
Please tell me what to do about feeling afint,Dizziness
Complaining of sick to my stomach,Nausea
I woke up with lightheaded,Dizziness
Please tell me what to do about stomach cramps,Abdominal Pain
RECURRING ITCHY SKIN EVERY MORNING,Skin Rash
i woke up with pain in my skull,Headache
I woke up with pain in my joints,Joint Pain
Sudden backache,Back Pain
"Doctor, I have hopeless",Depression
Complaining of nausea,Nausea
I sgum pain something to worry about?,Toothache
CAN YOU HELP WITH BELLY APIN?,Abdominal Pain
"docotr, i have vision problems",Eye Pain
"Doctor, I have itchy bumps",Skin Rash
I woke up with fatigue,Fatigue
Mild aching bones,Joint Pain
I have been dealing with insomnia for a week,Insomnia
nausea,Nausea
"Doctor, I have pain in tooth",Toothache
It feels like can't breathe,Shortness of Breath
I woke up with exhausted,Fatigue
It started as a queasy but now it's worse,Nausea
Mild panicking,Anxiety
